itemid,datasetid,fold,hasbird
500040e3-fb16-4c6c-99fc.wav,,5,1
e9202fdd-24e8-49bd-94a6.wav,,5,1
a291f58a-51ac-425f-89ea.wav,,5,1
5a0b29b0-af92-4b44-846a.wav,,5,0
994eb3b9-a3fb-4b79-b75a.wav,,5,1
d832862c-e818-4304-8f7e.wav,,5,1
4b2a2bae-7ca5-4a88-94d6.wav,,5,1
bc30840c-6e85-42a4-9103.wav,,5,1
eb31fd0f-26d0-40d8-8150.wav,,5,1
ae9cf5f9-7e1a-4322-bd0d.wav,,5,1
da48856f-7dc5-4fd0-be80.wav,,5,1
c3d4bea4-3605-46d5-b4f8.wav,,5,1
93289964-253a-4b35-a936.wav,,5,1
c81c788e-4f94-40eb-a5e5.wav,,5,1
acfcc357-13a9-471b-8b68.wav,,5,1
abe311ea-e17b-4328-a86c.wav,,5,0
20b39b86-bf67-4549-a887.wav,,5,1
24c02a07-b7d4-4595-aad8.wav,,5,0
a740ffb9-eb02-474b-8936.wav,,5,1
24ccb14f-a3d9-4a96-838b.wav,,5,0
e666fcb5-c2de-41f5-b18d.wav,,5,1
06650973-df7c-481a-b3e1.wav,,5,1
d23fe2ab-4468-4407-96d0.wav,,5,1
314b6fa8-85dd-46c0-9fd3.wav,,5,1
47008a73-64ff-423b-93eb.wav,,5,0
08a74f98-a3ee-4f46-b27d.wav,,5,1
5bbd090b-cf9e-4850-a913.wav,,5,1
4c5d8fbc-c6ac-4dc4-80f7.wav,,5,1
03319a07-40d3-4208-9c9a.wav,,5,1
c3f85ff2-d8de-4e64-b4cb.wav,,5,1
36047970-7577-43b1-a18e.wav,,5,1
8f34b0a2-40f3-42c3-8f92.wav,,5,1
dbdb161e-5a18-4fbd-8f89.wav,,5,0
5dbaff89-8e5a-45f9-9a59.wav,,5,1
aee8146c-850b-42a4-988d.wav,,5,1
6b6df1d7-0b4e-4e4b-b6c2.wav,,5,1
3ad98365-5bb4-44b1-980c.wav,,5,0
1356908b-fc3d-4728-aa3b.wav,,5,1
76d3a226-68f0-4b51-82f8.wav,,5,1
f3dc8654-e742-4e4b-b117.wav,,5,1
0561ad57-30cc-4462-b6f3.wav,,5,0
7f8e0cf7-78ff-4896-a5d2.wav,,5,0
27f85fbc-8c5e-48de-ae23.wav,,5,0
c7c829fc-1885-475a-86a5.wav,,5,1
88307136-4627-4b21-a011.wav,,5,1
94da8cda-2958-43ea-9248.wav,,5,1
e8565c17-08df-464d-84ba.wav,,5,1
a8859595-3517-498b-9b53.wav,,5,1
9a99f200-5da0-4609-ab13.wav,,5,0
77007e8a-6781-4382-a161.wav,,5,1
6f747df7-e08a-49fa-9d07.wav,,5,1
d3f3efb1-c3e1-4d50-82f3.wav,,5,1
42911180-1b7e-4e9f-86e1.wav,,5,1
3c4ebddb-b5f3-4cda-a4cb.wav,,5,1
b1d31b42-3a5c-4c71-a2ec.wav,,5,1
5997cfa5-0316-4628-8f40.wav,,5,1
ccbcac3e-5595-4a4b-b533.wav,,5,1
0211308a-d8d7-4012-bb72.wav,,5,1
3e926a9a-90e5-4296-99e5.wav,,5,1
19195e80-ae95-4f63-9c85.wav,,5,0
94c9774e-7e6b-4f7f-83d5.wav,,5,1
712b97a1-7baa-426b-93e8.wav,,5,1
95498045-aee7-4049-8c6a.wav,,5,0
4c203329-13cb-4d40-b5aa.wav,,5,1
d31f3d2c-b3fc-47d3-94c9.wav,,5,0
55b80302-a50e-43e7-bb62.wav,,5,1
13c922dc-08cb-4b5e-b574.wav,,5,1
a59a5fb6-231f-4787-827d.wav,,5,0
fc3c6825-6c9c-4268-b0af.wav,,5,0
176c0f78-a7b6-462f-95fc.wav,,5,1
2cd96a39-1260-47a0-be1b.wav,,5,0
7a4516b4-c5a0-4f3a-be66.wav,,5,1
355c018e-90e6-489b-bd09.wav,,5,0
fccf927b-209f-4099-8722.wav,,5,0
1f9248c3-c4f8-4a1e-b5b0.wav,,5,1
7462011d-17da-436a-a59a.wav,,5,1
956ac663-66de-47c4-a8f5.wav,,5,1
58034ba2-1414-4f00-be26.wav,,5,1
5b0f15a2-6208-46aa-a2a6.wav,,5,1
ee1e460f-e077-4308-ba31.wav,,5,1
02c75126-970c-469b-999f.wav,,5,0
844dfb4b-ba84-438c-a608.wav,,5,1
710c05ed-3ab3-4134-ae85.wav,,5,1
77367a7c-458f-47a0-9872.wav,,5,1
4344916a-8ecd-4f2d-b55c.wav,,5,1
98e4604d-c106-4c1a-b702.wav,,5,1
82342726-c6bb-442d-a43b.wav,,5,1
612ca2ce-6138-43f9-892c.wav,,5,1
db833a53-23f4-4001-a93e.wav,,5,1
f8e4c3b5-1860-4a80-8f21.wav,,5,0
90138315-4b00-4ce3-8bd6.wav,,5,1
0742fd65-d5ff-4aa1-a6a3.wav,,5,1
58f82867-4833-496f-8ed6.wav,,5,1
3ebe303a-4b0a-4691-bd3a.wav,,5,1
4eec29b8-9b26-44d4-982d.wav,,5,1
69dc0e0e-cbb5-4b56-9fdc.wav,,5,1
4c4db22e-4cf0-491a-9f3e.wav,,5,1
8549b781-0ed1-4795-a7de.wav,,5,1
e11037bc-d501-4c75-b025.wav,,5,1
8277a3b1-730a-4bd4-80b5.wav,,5,1
cd7ed62b-ad0a-4cb9-8335.wav,,5,1
d36dcd5c-0d37-4f98-8c9f.wav,,5,1
6453e1fe-4b9b-4647-b81f.wav,,5,0
435343e3-710f-4f13-b95c.wav,,5,1
9ba839bb-b4ab-417b-abe1.wav,,5,0
6bcae6a0-9748-4c87-a13a.wav,,5,1
95650a5b-7456-4aa5-8f49.wav,,5,1
abd571b8-77dd-47da-b9f2.wav,,5,1
c95d8725-c078-4376-bb90.wav,,5,1
2ba43a25-f7e2-4280-998a.wav,,5,1
07ffd79e-14f2-424b-9ea9.wav,,5,1
1a4c4f65-3b3e-40bd-bdf1.wav,,5,0
5fcf6be8-83dd-4a18-ba6c.wav,,5,1
a372b59f-d399-4729-8487.wav,,5,0
93f570ff-556e-42d8-b14c.wav,,5,1
65394cb6-b706-4e81-9b5c.wav,,5,1
e0d4fef5-8505-4d15-855a.wav,,5,0
3177ebd9-a62a-42b9-a818.wav,,5,1
2cae2622-f230-426f-98b9.wav,,5,1
1df315f3-4997-4914-9e23.wav,,5,1
5c21cc2f-7da2-46e9-a501.wav,,5,1
d1c61209-9185-4e62-94b1.wav,,5,1
8b1665ad-f3ae-4caa-b1c5.wav,,5,1
6986be10-dced-4283-bad0.wav,,5,1
1be0578e-106e-4078-9cb7.wav,,5,1
28224002-617d-402a-9d2c.wav,,5,0
8afafa92-0262-4a89-b4c4.wav,,5,1
a23f3fb8-0d9d-4406-ad86.wav,,5,1
7e71b92b-c8eb-45df-b73e.wav,,5,1
48050e1e-2547-4a71-aa1f.wav,,5,1
0b134945-5a00-4a1b-8e39.wav,,5,1
eace166b-c325-4ee8-8076.wav,,5,1
f63d77e4-20ec-4cdd-8504.wav,,5,1
34d2b07b-538c-4dac-b0a0.wav,,5,1
a995002e-91eb-4cb5-bfc3.wav,,5,1
39728698-8c33-49c0-b4a6.wav,,5,1
caf001d4-c26b-4f87-adad.wav,,5,1
eafaa605-44be-4fc8-aa08.wav,,5,1
f93ee9b9-2e2e-4326-bfc0.wav,,5,1
b75fa0e9-cea4-4f20-ad21.wav,,5,1
fa069f5f-49f5-461f-b3fa.wav,,5,0
6ba669dd-7bdf-4bfd-8677.wav,,5,1
0125ef63-ff12-4455-a952.wav,,5,1
36993e8b-c442-4bfb-b0c7.wav,,5,1
97055522-7359-4de6-8e18.wav,,5,1
e4e973e4-b48c-4dc7-accc.wav,,5,1
6c3fa5b9-fdd3-4d54-bf5f.wav,,5,0
e45fddab-02fc-485b-9a30.wav,,5,1
7acddc5a-a280-47af-b41d.wav,,5,0
e5956f94-1fe3-490c-9639.wav,,5,1
fc8e3633-3a81-46ef-bc26.wav,,5,1
de803c4b-c46c-41f3-bbbb.wav,,5,1
d9434bf2-6827-4b58-9791.wav,,5,1
bdcdba9d-912d-40b4-b2b8.wav,,5,1
9a7168e0-dafd-4c02-9db4.wav,,5,1
870e8221-1f20-4252-bfbd.wav,,5,1
6f572bb0-ef9d-424e-82b5.wav,,5,0
0ea49adc-fc85-4c75-8275.wav,,5,0
2cb67a86-dbf2-4027-bf2d.wav,,5,1
3646f1e7-76f5-45d1-a7bd.wav,,5,1
c763293f-85a8-46ca-adf0.wav,,5,0
65fa7a23-37e1-433a-a1cd.wav,,5,1
72b9476b-b5e6-48c2-a455.wav,,5,1
5380808a-f38d-43cd-99ca.wav,,5,1
83c3ccb9-6ce7-411a-bdbf.wav,,5,1
ffcbb507-256f-4360-9a4a.wav,,5,0
ad9ee878-79e4-4786-97b6.wav,,5,1
f642b435-32e7-4000-b87d.wav,,5,0
67f14843-a55d-4e15-8d9d.wav,,5,1
a1e9e66c-0cae-4e5d-8d19.wav,,5,1
f0d7cfcc-ea44-4eb7-8649.wav,,5,1
adc49b82-c4f9-4c72-a849.wav,,5,1
1a14f5ad-5347-4d23-8e22.wav,,5,0
9197cfb1-c650-4367-87c7.wav,,5,1
16a9fc25-9617-4b3b-a233.wav,,5,0
faa74f75-5c5d-4ce3-81d7.wav,,5,1
2a9f194a-a40f-40c8-9bd8.wav,,5,1
ecdaed53-b610-4d06-a75a.wav,,5,1
4bcf45c6-4697-42fd-b4bc.wav,,5,1
68344012-bb55-4457-b52c.wav,,5,0
d7c9bd11-e404-4f36-8e88.wav,,5,1
18ca48d3-8489-45fd-8918.wav,,5,1
8e5a4386-214c-4560-8089.wav,,5,1
e0a465da-4041-4e8f-84ef.wav,,5,1
f67aa7e1-73f5-4bb2-9ce7.wav,,5,0
938db871-884f-4fc4-87bb.wav,,5,1
a23bc3f9-d3ec-4859-9f35.wav,,5,1
518f9d6b-ab8a-48d7-a78b.wav,,5,1
cbd2ae0b-f676-4541-be72.wav,,5,1
da342d79-5574-4094-a269.wav,,5,1
13d575ed-b3be-48b4-aac1.wav,,5,1
690742aa-bc81-402c-b70a.wav,,5,1
227c09dd-4ddc-4b22-ba18.wav,,5,1
c77afec6-fb94-42e4-9131.wav,,5,0
f92c515c-d22d-4d7d-8383.wav,,5,1
0c100a2a-5f22-4778-a40c.wav,,5,1
438937d2-5bc2-4ba7-9d98.wav,,5,1
9620220f-41dc-4b2d-a9ae.wav,,5,1
1c3f98c9-4510-4fac-a091.wav,,5,1
44dcdfdb-994b-4c41-8d0b.wav,,5,1
9fd40fa9-9af8-4162-bf7f.wav,,5,1
6b3507c8-65a0-4482-827d.wav,,5,1
07ef3bc2-9757-4333-83f9.wav,,5,1
d645032f-6835-4052-bee2.wav,,5,1
634660ed-9375-442e-b0cb.wav,,5,0
64e9bc6e-c187-445d-896c.wav,,5,1
e6319cad-f8db-4d2f-a526.wav,,5,1
21b20b06-53e5-4bff-a998.wav,,5,0
a57c4ccc-0278-425c-a9e4.wav,,5,1
6e947f6f-df3c-4e09-bdcf.wav,,5,0
26da25af-6edc-4d1a-9730.wav,,5,1
efd7a3f3-41c3-4d46-bdbf.wav,,5,1
bf2ec644-9afb-4faf-ac11.wav,,5,0
5b1e33b8-24ad-4168-be81.wav,,5,1
9c4263a0-9116-46e8-92a9.wav,,5,0
a0157ae3-76d4-48f3-8d7e.wav,,5,1
98eaf99b-3dc9-40c8-9976.wav,,5,1
fca8dce2-6a0f-4698-9d9f.wav,,5,1
5066fca9-fb89-4d06-bd00.wav,,5,1
6b213469-c1e8-422d-91b0.wav,,5,1
1dc6ea95-ddd0-41c0-958c.wav,,5,1
79bac19f-18c3-4c8d-963a.wav,,5,1
57ba679f-c2ee-453d-ae59.wav,,5,0
359dc9a4-0ec4-4991-add2.wav,,5,0
28561e8d-4629-46fa-9ad8.wav,,5,1
56e376c7-a4ba-444f-a1eb.wav,,5,0
33a7cfc7-c08b-4c8c-a420.wav,,5,1
800df129-b59f-4732-b8f5.wav,,5,1
4750a98c-d7ed-4ad5-9c0b.wav,,5,1
786a6c73-bc89-4d74-b71a.wav,,5,1
32d7d081-81a4-4d4f-8a5b.wav,,5,1
4e5fff44-7e94-4705-832e.wav,,5,1
9e46605d-4b98-429b-85b8.wav,,5,1
82e26f8f-a712-48fa-a62e.wav,,5,0
4038c791-e4f6-414d-a68d.wav,,5,1
2b83bfa2-11d1-499a-93f4.wav,,5,1
6f927d33-2048-426f-9297.wav,,5,1
66203767-1c15-4f2c-8ca0.wav,,5,1
d896c05f-539f-462e-9fc4.wav,,5,0
f75b73da-2673-4306-9268.wav,,5,0
02e04ce4-c20c-4249-a709.wav,,5,1
9f158682-21ba-40cf-ac0f.wav,,5,0
33283825-97ed-4549-adea.wav,,5,1
249115a5-34b5-4c05-a0f2.wav,,5,1
9b8f2c75-fb6a-4cad-b3ea.wav,,5,1
1c06ff65-8c78-4542-93c8.wav,,5,0
19ba0c54-2972-4ceb-88d2.wav,,5,1
9daa51ea-66e3-4a6d-9d45.wav,,5,0
d15a7c0c-1672-43ad-b2d0.wav,,5,1
39f568b9-e340-4e43-ab69.wav,,5,1
eb44bfa3-7a0e-46f7-921c.wav,,5,1
bde4d49d-08ce-4b29-a62f.wav,,5,1
c1e704d5-35b7-460b-b0e2.wav,,5,1
904df884-bfb0-4ba0-9b40.wav,,5,1
184b0704-bb06-4172-bd6d.wav,,5,0
f3755539-c72a-4038-b95a.wav,,5,1
7cce3d40-c16a-42f1-a6a3.wav,,5,1
209a9ef1-b033-48d4-8ab3.wav,,5,1
c1ce169d-85fc-4606-ac62.wav,,5,1
917e9224-67dd-48f4-a8e9.wav,,5,1
7494305e-413f-475a-a0c2.wav,,5,1
6d459422-c331-4225-85f2.wav,,5,0
cc38ff4d-4545-478e-ac19.wav,,5,1
e13b2e20-c3aa-4975-810c.wav,,5,1
ead2c969-5aaa-4ac0-b7ef.wav,,5,0
b908c402-6cce-4711-8b83.wav,,5,1
00e10c18-3dae-4303-bfe2.wav,,5,1
dcd146b4-0921-4e81-8443.wav,,5,1
c2abeeb5-07ba-42cd-9f69.wav,,5,0
179a0d88-cd5e-472d-b96a.wav,,5,0
3f3b9f4a-2419-4fc2-8eb1.wav,,5,1
74e304bf-62dc-4338-8762.wav,,5,1
69306d58-f695-40ba-b3df.wav,,5,1
afe887c9-2080-40bc-9f7d.wav,,5,0
7b7a32c8-1d05-4e26-8eb8.wav,,5,1
8050a99a-99ca-4f8a-9d07.wav,,5,1
d4434f28-d27f-4652-a7ae.wav,,5,1
d39e455a-1307-4ccb-8faf.wav,,5,0
cccbf87f-b04f-45fa-abef.wav,,5,1
63eb6c34-f2fe-4764-be8e.wav,,5,1
74d44cf2-ffd9-4c5d-b517.wav,,5,1
f5a977f9-2fe9-4a46-b2f1.wav,,5,1
8507d8ea-90e2-4d2a-b5fc.wav,,5,1
bbd1c783-8451-497b-b12a.wav,,5,0
68ea3466-cac2-489d-8344.wav,,5,1
55b8835d-6889-49c0-a200.wav,,5,1
e9a3d8c8-30cd-4ec6-b132.wav,,5,1
d44d5c6a-a91c-4f70-a952.wav,,5,1
9d41b1d9-fed4-4a00-8354.wav,,5,0
d508f11b-52e8-4cd5-9dc2.wav,,5,1
e3ef233c-4703-4b93-a99b.wav,,5,1
c9413436-7968-4a46-9635.wav,,5,1
b8e061d5-3009-4fc7-b8dc.wav,,5,1
0be80e3c-46a7-4a1b-a869.wav,,5,0
91b21587-bd76-434c-9b4c.wav,,5,0
b4929431-6678-450f-9fb3.wav,,5,0
1ec88ffa-f0ff-407f-817c.wav,,5,0
4bfaf524-9b7a-4f05-8216.wav,,5,0
094146f7-8f15-462b-9040.wav,,5,1
89e8c04e-b67c-4fd6-b993.wav,,5,0
cd59ec34-b879-4df0-b32e.wav,,5,1
f640c66e-939b-4c37-86b5.wav,,5,1
214badcd-1634-4c29-a09b.wav,,5,1
63436b30-b19c-41a4-bb8d.wav,,5,1
91fe2e05-3c36-4d7b-9102.wav,,5,1
b9b16506-9dba-4a0f-928c.wav,,5,1
e3c2ceca-0c1a-40cc-855a.wav,,5,1
7b48cc7b-d6ef-4d13-a44e.wav,,5,1
5004bf35-ec6a-4cd8-8e6f.wav,,5,0
420198d7-6f7c-4a1b-80b1.wav,,5,1
1d6b0180-901b-4dee-99f0.wav,,5,1
93c25ce8-ef78-4049-809c.wav,,5,1
f238917f-de59-450a-a8ba.wav,,5,1
5f634101-db7c-4f8c-a60c.wav,,5,0
a53f3da1-69a2-467f-8d09.wav,,5,0
5588f7f5-3ebf-4c25-b89c.wav,,5,1
9f9b3adb-2ea5-4215-8e8c.wav,,5,1
d222b6b0-23aa-45fb-a80a.wav,,5,1
7608ab2d-7e0c-4e35-8fb9.wav,,5,1
281326ad-f189-4d89-a5ce.wav,,5,1
b8f393de-85c6-4a34-bcbf.wav,,5,1
5a46c27b-c9e2-4482-81f8.wav,,5,1
16ee79ce-e648-45fc-9090.wav,,5,0
ea6d0df6-989d-4767-83d9.wav,,5,1
b52a5588-7707-41c5-9a88.wav,,5,0
94bd1b00-403b-4e4b-871f.wav,,5,1
40db1186-40db-4cd0-941e.wav,,5,0
98c08bf2-3053-4ae7-9db9.wav,,5,1
334393fb-593a-4e56-bdb1.wav,,5,1
21813a84-776c-4de9-8500.wav,,5,1
b145e486-4c4e-4d2c-acec.wav,,5,0
63f1dd0f-275b-4283-bfd3.wav,,5,0
b937f70b-38f5-43a1-83b1.wav,,5,1
0ba642f6-8d13-4315-98cb.wav,,5,1
b3f35b7e-a9dd-40ab-b0c2.wav,,5,1
95d036f7-76fe-4277-92c6.wav,,5,0
9eeb70e7-5931-4873-9b49.wav,,5,1
2838a50d-ccd7-4f88-a1c6.wav,,5,1
36c7ce63-ae0e-4ecb-ba24.wav,,5,1
479f9eb5-9f66-4ef0-ae2c.wav,,5,0
262454e7-32f6-480c-b7ae.wav,,5,1
c9bc9729-75de-49bf-82e4.wav,,5,1
8e90c309-f7e7-4d22-90fc.wav,,5,1
150ba77c-4ba7-4d2a-9bb4.wav,,5,1
69dfaed7-fb41-4df6-8a5e.wav,,5,0
481325da-77a6-4f83-84c1.wav,,5,0
0d261654-9c53-47ed-b26d.wav,,5,1
9a55a775-384e-4a45-988e.wav,,5,1
45e5a9c9-f448-4b1b-968b.wav,,5,1
0237d747-6f41-4229-bdc2.wav,,5,1
6f303fd4-651f-438c-833e.wav,,5,1
798c868b-6637-4d34-b89c.wav,,5,1
a0f60ac0-283c-43bb-aa2f.wav,,5,0
44af3e40-83c6-41a6-b69e.wav,,5,0
79791573-f0ba-4118-b0d3.wav,,5,1
1bd6d2a6-c360-4991-835c.wav,,5,1
76798077-b865-4038-b889.wav,,5,1
c6b51393-aeaa-4d67-9e83.wav,,5,1
6325c90c-9c4f-4e9f-bd64.wav,,5,1
9dd9a9ed-e3dc-4ba6-87a5.wav,,5,0
9c5175b7-4a15-4952-a9ee.wav,,5,0
af135583-9421-4062-8688.wav,,5,1
a49f03ab-dd6e-4fd8-8425.wav,,5,1
0461db29-197a-4f3b-a970.wav,,5,1
d61e8116-07e9-4b98-8145.wav,,5,1
330e695e-70de-40de-ad12.wav,,5,1
a0d625e5-8329-4e5c-af85.wav,,5,1
7ddf994c-f22b-40f5-9a59.wav,,5,1
c7f67f8d-2337-4792-a439.wav,,5,1
08e8d839-d4d6-472d-9eca.wav,,5,1
60a0306e-b1eb-467e-a016.wav,,5,1
a6872fde-a055-448e-b1cc.wav,,5,1
454b648f-a304-4b13-9d42.wav,,5,1
feedcacc-ddca-49c1-8ade.wav,,5,1
651b3eb1-e719-4d83-93db.wav,,5,1
50b4c62a-5efb-4f2b-b2e8.wav,,5,1
9d993b5b-ce15-48c7-92e9.wav,,5,0
21944718-573f-4a50-8b0d.wav,,5,1
9d8f8dcd-b259-43fc-8275.wav,,5,0
8afe07ca-8657-4dd8-8ac5.wav,,5,1
18025968-81ba-4c56-9b34.wav,,5,0
27bbe9c9-e5e3-48af-94a7.wav,,5,1
f3eac005-a699-4983-9054.wav,,5,1
31130098-c501-4b7f-be78.wav,,5,1
0f01e971-719b-4bdc-8313.wav,,5,1
f16fcc9c-e72f-4f86-9dfe.wav,,5,1
65735f35-96f7-4d3e-bd57.wav,,5,1
b304e922-63d4-4a82-9fa4.wav,,5,1
460577f9-a5bd-4f8f-b397.wav,,5,1
81f3554f-0e76-4259-8bcf.wav,,5,1
438e43c4-c3bf-48b0-aef4.wav,,5,1
98668981-795f-482b-b21a.wav,,5,0
37ea506d-1cc9-40b2-92a3.wav,,5,1
9431cf02-0a83-4da3-90c8.wav,,5,1
947bc15c-42a6-46d1-bc21.wav,,5,1
fcd2749d-e7d3-4098-9be8.wav,,5,1
0afa203d-cb76-44ba-a2bd.wav,,5,1
d1c8c1a1-5bd5-4f5c-9d39.wav,,5,1
ec0e0376-a5fd-4c74-9625.wav,,5,1
aaa19355-3113-4983-8d70.wav,,5,1
d857ff25-03b5-40ef-b20b.wav,,5,0
ae9e368f-0313-44f9-935e.wav,,5,1
e6e0925e-6f09-4620-83aa.wav,,5,1
98d407cc-5f0a-49c4-b85f.wav,,5,1
aad062c8-59af-48a5-9021.wav,,5,1
396a0492-b591-4193-9f90.wav,,5,1
51b08e88-882e-4cb7-a26f.wav,,5,1
53813e16-1e32-4d5f-a594.wav,,5,1
be3823fc-903d-4529-a5e5.wav,,5,0
bc39351f-bcb0-4f6d-bd3a.wav,,5,1
d1e9b4ff-e07c-41e0-883f.wav,,5,1
bb7b7151-d734-4ea7-8db1.wav,,5,1
a66ce923-1405-46ed-8e62.wav,,5,1
e62677b5-7c74-4d9c-89a1.wav,,5,0
7d8f9745-3bd7-4c3e-abad.wav,,5,0
768be5c2-742f-4bd9-bd96.wav,,5,1
8603fa8f-2abb-448a-814d.wav,,5,1
4b673146-b642-4640-a9e2.wav,,5,1
5943433a-94d2-433a-9957.wav,,5,1
1a7c332a-1e5f-4a95-b6a2.wav,,5,0
92e8f6a7-a81f-4a9a-aeda.wav,,5,0
b0ee3e35-a7cb-4e6b-9f2d.wav,,5,1
b28af2b4-df7d-422c-9696.wav,,5,1
2691b24b-09fa-4cbe-9237.wav,,5,1
49269552-36f7-4321-8664.wav,,5,1
a4415819-47d7-431b-887d.wav,,5,1
f926529e-7823-49cb-8515.wav,,5,0
fd51df27-5b39-40d1-9083.wav,,5,0
8ba7a3f6-c9e3-4415-866e.wav,,5,0
87b0cc2e-a7ce-4d20-b9dc.wav,,5,1
43ec7ac3-b79c-484a-ac2d.wav,,5,1
393efefc-c771-43f8-bd75.wav,,5,1
85d8209c-9b5b-4596-b62b.wav,,5,1
0349e047-df4e-4c75-a68d.wav,,5,1
10d680c7-6b9d-4a99-a3d0.wav,,5,1
a178bd66-21b1-4d91-85dd.wav,,5,1
c682c11e-b24e-4d90-a31a.wav,,5,1
e44730ce-5bb3-4972-9d1d.wav,,5,1
86703303-22c1-4edb-9e1b.wav,,5,1
cd4a71fc-c6e8-4a5e-b31e.wav,,5,0
6ff47467-4bc2-477a-b811.wav,,5,1
7d392053-6522-4e18-83d4.wav,,5,1
c7315586-228b-472e-9860.wav,,5,1
1e0a9d61-e7be-46ca-8e37.wav,,5,1
74cce5b9-2af7-4790-a127.wav,,5,0
9ddb54e1-ce1b-43dc-9c9d.wav,,5,1
fc7b9255-8539-48a4-ae4a.wav,,5,1
cbc7dc88-908c-4bbf-b417.wav,,5,0
1d20412e-8d74-4496-a4e6.wav,,5,1
50d11b5a-c89e-4fef-abb7.wav,,5,0
4549535e-efa0-42ad-ad92.wav,,5,0
0e6501b3-e0ea-4fb1-acfb.wav,,5,1
7695bfba-60c4-4779-a373.wav,,5,0
2abd8052-05b1-47e1-aeb6.wav,,5,1
7f774666-5c38-4b5e-9840.wav,,5,1
53a201f0-ab27-490a-b488.wav,,5,1
467d6b85-8c0f-4a76-8e66.wav,,5,1
d460d8a0-0c69-4754-abef.wav,,5,0
54a3c460-631f-4e4c-a8b5.wav,,5,1
a454d444-49f9-4825-a84c.wav,,5,1
037a6d98-42e5-4515-961f.wav,,5,1
9f939394-8aca-4795-b10f.wav,,5,1
29a0fa99-5c14-4e57-9cad.wav,,5,0
cadaf93c-2350-4485-97cc.wav,,5,1
371da5d3-324e-44ea-a6aa.wav,,5,1
98fd27c2-2560-462e-a600.wav,,5,0
fa22ed18-bb7e-4b52-a514.wav,,5,1
cef652b4-cd4f-45df-96b3.wav,,5,0
ff635380-8ae9-4528-bb30.wav,,5,1
d5554e4c-2869-4643-bbd2.wav,,5,1
7e69b765-7f71-417e-9b31.wav,,5,1
8f61e835-850a-44c5-ad64.wav,,5,0
5853b1af-35f2-4f11-b442.wav,,5,1
d8c3f52d-83b8-4d7c-aa2a.wav,,5,1
23c0a5bc-2c3f-4273-a6dc.wav,,5,1
20b5f82b-51e8-4559-bfbb.wav,,5,0
d1844ddd-e692-40a2-b592.wav,,5,1
65d641b9-9c01-49fa-a65c.wav,,5,1
7cc461df-94f8-4402-8bb0.wav,,5,1
1b98927c-c33e-4c49-b27b.wav,,5,1
5ed85beb-b016-4a25-ae63.wav,,5,1
8dbb304a-0a54-4584-a768.wav,,5,1
f3d4077f-7d69-4e30-bb8f.wav,,5,1
69bdba59-26fa-49e3-8c03.wav,,5,1
1a05bc2e-66f5-40ce-a9b4.wav,,5,1
7a5685dc-6b6e-4347-9445.wav,,5,1
f57e800d-a4df-4a10-ae7a.wav,,5,1
7698aa1b-51fa-4e90-bd4c.wav,,5,1
2f01e8f5-7558-4cae-8adb.wav,,5,1
d15f8174-41ad-4010-9fda.wav,,5,1
4d52c320-78dd-4628-a5d0.wav,,5,1
5dadd60f-9540-45a8-bfd4.wav,,5,1
772a6e6d-2cee-4295-819f.wav,,5,0
ca27ac54-da78-40d6-9bf8.wav,,5,1
1c871ae9-6c7a-41fc-a1e4.wav,,5,1
f34289f1-fa7f-4a11-9e43.wav,,5,1
2606faa5-9430-4fbf-a3a5.wav,,5,0
5c3248bf-890f-44ee-b3ff.wav,,5,1
9311bc6f-9b70-4d9e-9d27.wav,,5,1
ae826704-03e4-4ec4-b438.wav,,5,1
9bb2dfac-9c3c-41da-8cf9.wav,,5,1
0dbc306e-af99-427c-9955.wav,,5,0
570b0a34-e84b-4eaf-aa92.wav,,5,0
8f4e83f4-cd62-4b03-adf1.wav,,5,1
65232ddd-d2fa-4127-a385.wav,,5,1
f1cfbe58-328a-427d-9909.wav,,5,1
7ba93e99-7c34-48aa-83d7.wav,,5,1
0cec0700-cf4e-4538-9a6d.wav,,5,0
06f0ab7d-f6c3-4ed8-be35.wav,,5,1
f030e4f7-86ed-4756-85d0.wav,,5,1
4dde0a5d-e227-4263-b41e.wav,,5,1
31f95342-5297-4184-95b1.wav,,5,1
3b162de3-b420-4703-a427.wav,,5,0
f1f2e844-c2a9-426c-82fc.wav,,5,1
a55e8b07-29d5-4e6c-b237.wav,,5,0
beecfaaf-c31a-4bb7-be45.wav,,5,0
6b32b0f1-5e88-4051-aaf4.wav,,5,1
e04e171e-3a8b-48f2-b14c.wav,,5,0
379ce4dd-4645-45e2-a06d.wav,,5,1
10008780-d50e-4930-8af9.wav,,5,1
a66d779f-6a51-4ad2-bac8.wav,,5,0
d4490fbc-1259-40a9-a672.wav,,5,0
59f7ab3c-c799-4906-b9c3.wav,,5,1
5ee62e30-4252-411d-9ff4.wav,,5,1
c785e6f6-2699-45a5-b656.wav,,5,1
1af756f3-e648-4736-9210.wav,,5,1
971095d7-1a4d-4c82-b56b.wav,,5,1
c8d79c08-bbd0-433c-bdc6.wav,,5,1
69425226-5396-46b1-9294.wav,,5,1
45fd67da-df3d-464b-9740.wav,,5,0
87800d5d-114c-48f2-ab2e.wav,,5,1
f6a1a07f-56be-41cb-960c.wav,,5,0
208d65a0-85ff-41a6-b855.wav,,5,1
bac41cf4-cc0a-41a6-92e6.wav,,5,1
